GameID,Name,Genre,rating,userID
4327,Moshi Monsters: Moshlings Theme Park,Misc,4,14401
4328,The Powerpuff Girls: Relish Rampage,Action,1,12865
4329,Resistance: Burning Skies,Shooter,2,1021
4330,NBA 2K13,Sports,1,14271
4331,Dead or Alive: Dimensions,Fighting,2,17834
4332,The Chronicles of Riddick: Escape from Butcher Bay,Shooter,4,4488
4333,Brain Challenge,Misc,2,9683
4334,NFL Head Coach,Sports,2,18432
4335,Watch Dogs,Action,2,13287
4336,Karaoke Revolution Presents American Idol Encore,Misc,3,13088
4337,Major League Baseball 2K11,Sports,2,13560
4338,Enemy Territory: Quake Wars,Shooter,5,17067
4339,Ghostbusters,Puzzle,4,17871
4340,NCAA Gamebreaker 99,Sports,2,7162
4341,Area 51,Shooter,5,17678
4342,World Stadium 2,Sports,2,116
4343,Sega Rally Revo,Racing,1,16575
4344,NHL 2005,Sports,5,7433
4345,TNA iMPACT!,Fighting,3,8196
4346,Star Wars Jedi Knight: Jedi Academy,Shooter,3,274
4347,Thrillville: Off the Rails,Strategy,2,6267
4348,Phoenix,Simulation,5,15223
4349,Spider-Man: Shattered Dimensions,Action,3,10268
4350,F.E.A.R. 3,Shooter,3,4356
4351,My Fashion Studio,Misc,1,9237
4352,Plants vs. Zombies: Garden Warfare 2,Shooter,3,19203
4353,Rock Band Country Track Pack,Misc,5,10452
4354,Pro Evolution Soccer 2016,Sports,5,4177
4355,Apocalypse,Action,4,8351
4356,Transformers: Revenge of the Fallen (Wii & PS2 Version),Action,5,7797
4357,PES 2009: Pro Evolution Soccer,Sports,4,17509
4358,Yu-Gi-Oh! Destiny Board Traveler,Misc,4,18138
4359,SingStar Queen,Misc,5,16547
4360,God Eater 2,Role-Playing,1,4241
4361,Samurai Warriors 3,Action,3,7232
4362,World Soccer Winning Eleven 5 Final Evolution,Sports,2,12597
4363,One Piece: Pirate Warriors 3,Action,5,7598
4364,Sphinx and the Cursed Mummy,Action,5,16092
4365,Fatal Fury 2,Fighting,3,15850
4366,Rampage World Tour,Action,4,5548
4367,Pokemon Puzzle League,Puzzle,3,7838
4368,Eternal Sonata,Role-Playing,2,16472
4369,Dance Dance Revolution: Hottest Party 3,Simulation,3,3178
4370,FIFA 15,Sports,3,2757
4371,Petz: Catz 2,Simulation,1,6087
4372,Bee Movie Game,Action,4,4857
4373,Tekken Advance,Fighting,2,16607
4374,Shin Megami Tensei: Persona 3,Role-Playing,1,9978
4375,Persona,Role-Playing,1,13137
4376,Band Hero,Misc,1,11457
4377,Naruto Shippuden: Ultimate Ninja Storm Generations,Fighting,1,14812
4378,Hot Wheels: Stunt Track Challenge,Racing,3,12364
4379,Viking: Battle for Asgard,Action,5,5341
4380,Maze Craze: A Game of Cops 'n Robbers,Action,3,3804
4381,Mobile Suit Gundam,Action,1,740
4382,Silent Hill: Homecoming,Action,5,10710
4383,SingStar Take That,Misc,5,5025
4384,SOCOM: U.S. Navy SEALs Fireteam Bravo 3,Shooter,1,6724
4385,Final Fantasy Collection,Role-Playing,2,8888
4386,Disney Sing It! High School Musical 3: Senior Year,Misc,4,10477
4387,NBA Live 10,Sports,2,11307
4388,Samurai Warriors: Xtreme Legends,Action,2,14470
4389,Tony Hawk's Proving Ground,Sports,4,4995
4390,NHL FaceOff,Sports,2,18735
4391,WWE WrestleMania 21,Fighting,2,17242
4392,Brunswick Pro Bowling,Sports,3,2350
4393,Worms: Open Warfare 2,Strategy,4,19650
4394,NBA Live 2005,Sports,2,17984
4395,Defender II,Shooter,2,18295
4396,WWE Day of Reckoning,Fighting,2,19712
4397,Dragon Quest Heroes: Rocket Slime,Action,2,18060
4398,ATV Quad Power Racing 2,Racing,3,9020
4399,Walt Disney World Quest: Magical Racing Tour,Racing,1,15989
4400,Sled Storm,Racing,3,9397
4401,Vandal Hearts,Role-Playing,2,5890
4402,Mario Tennis Ultra Smash,Sports,4,12622
4403,Celebrity Sports Showdown,Sports,1,11580
4404,Jawbreaker,Action,2,8292
4405,Scooby-Doo! Mystery Mayhem,Action,5,9190
4406,Mario Golf: Advance Tour,Sports,5,18694
4407,Crash: Mind Over Mutant,Platform,5,4743
4408,Karaoke Revolution,Misc,1,3192
4409,Discovery Kids: Kitten Corner,Simulation,4,15258
4410,Just Dance 2014,Misc,2,13021
4411,Yu-Gi-Oh! Capsule Monster Coliseum,Misc,2,1750
4412,Payday 2,Shooter,3,8082
4413,Major League Baseball 2K6,Sports,3,4500
4414,Jampack Volume 13 (RP-M),Misc,2,19241
4415,World Soccer Winning Eleven 9,Sports,1,4174
4416,NBA Live 2000,Sports,5,15350
4417,Teenage Mutant Ninja Turtles 2: Battle Nexus,Action,1,6325
4418,"SpongeBob SquarePants: Lights, Camera, Pants!",Misc,1,15829
4419,Disney Infinity 3.0,Action,3,4426
4420,TouchMaster 3,Puzzle,1,19306
4421,The Thing,Adventure,5,6029
4422,Disney Infinity 3.0,Action,4,16401
4423,Van Helsing,Action,2,3402
4424,X-Men Legends II: Rise of Apocalypse,Role-Playing,5,16603
4425,Food Network: Cook or Be Cooked,Misc,5,4333
4426,Transformers: Fall of Cybertron,Action,3,17454
4427,Metro: Last Light,Action,5,11792
4428,The Urbz: Sims in the City (all regions sales),Simulation,4,19890
4429,Spawn: Armageddon,Action,2,17593
4430,The Godfather (US sales),Action,4,16622
4431,DmC: Devil May Cry,Action,2,18789
4432,Plants vs. Zombies: Garden Warfare 2,Shooter,4,4143
4433,World Stadium EX,Sports,1,9934
4434,Tiger Woods PGA Tour 2003,Sports,2,8853
4435,Battlefield 2: Modern Combat,Shooter,4,17426
4436,G-Force,Action,4,16758
4437,Ben 10 Alien Force: Vilgax Attacks,Action,3,9363
4438,50 Cent: Bulletproof,Action,3,24
4439,Densetsu no Stafi 2,Platform,4,15012
4440,Independence Day,Shooter,1,19188
4441,Need for Speed: Shift 2 Unleashed,Racing,4,6772
4442,Chocobo Racing,Racing,3,6237
4443,Ninja Gaiden 3,Action,5,9047
4444,Child of Eden,Shooter,4,14711
4445,LEGO Star Wars II: The Original Trilogy,Action,3,7606
4446,Family Fest Presents Circus Games,Misc,3,10284
4447,My Spanish Coach,Misc,2,19969
4448,The Darkness,Shooter,3,2273
4449,Gundam SEED: Federation vs. Z.A.F.T.,Shooter,4,16708
4450,Ms. Pac-Man Maze Madness,Puzzle,3,14583
4451,Blood Omen: Legacy of Kain,Role-Playing,2,13735
4452,Super Bomberman 4,Puzzle,5,6363
4453,Bomberman II,Puzzle,4,6267
4454,Duke Nukem 64,Shooter,2,11608
4455,Sin and Punishment: Star Successor,Shooter,3,9834
4456,Jump Start Pet Rescue,Misc,1,16811
4457,Naughty Bear,Action,2,16430
4458,"SpongeBob SquarePants: Lights, Camera, Pants!",Misc,3,11829
4459,Super Robot Taisen OG: Original Generations,Strategy,1,13042
4460,Army Men World War: Final Front,Action,2,19781
4461,Petz: Horsez 2,Simulation,4,6612
4462,Puppy Luv: Spa and Resort,Simulation,4,8399
4463,Yu-Gi-Oh! 5D's Tag Force 4,Strategy,2,13268
4464,MX Unleashed,Racing,1,13576
4465,Jikkyou Powerful Pro Yakyuu 9,Sports,2,7939
4466,Grind Session,Sports,1,18113
4467,Naruto: Gekito Ninja Taisen! 3,Fighting,1,15982
4468,Barbie: Groom and Glam Pups,Action,4,17129
4469,Wario World,Platform,1,2918
4470,Scooby-Doo! Mystery Mayhem,Action,5,5309
4471,Super Breakout,Puzzle,1,6560
4472,Taiko no Tatsujin: Doki! Shinkyoku Darake no Haru Matsuri,Misc,4,18554
4473,Deer Drive,Sports,4,18823
4474,Robert Ludlum's The Bourne Conspiracy,Action,1,15450
4475,Just Dance 4,Misc,2,19007
4476,TimeSplitters 2,Shooter,3,19547
4477,Battlebots: Design & Destroy,Action,1,4409
4478,Devil May Cry HD Collection,Action,2,19420
4479,Eternal Darkness: Sanity's Requiem,Adventure,5,13180
4480,Power Rangers: S.P.D.,Action,1,1663
4481,Naruto: Ultimate Ninja 3,Fighting,4,8586
4482,SingStar Motown,Misc,4,13395
4483,Neon Genesis Evangelion,Adventure,3,2757
4484,Nicktoons: Attack of the Toybots,Platform,5,16189
4485,Mobile Suit Gundam: One Year War,Action,3,1109
4486,Tongari Boushi to Mahou no Otana,Simulation,3,19176
4487,NFL Blitz 20-03,Sports,1,18011
4488,Just Dance: Summer Party,Misc,3,9376
4489,SpongeBob's Atlantis SquarePantis,Action,3,575
4490,Dragon Ball Z: Shin Budokai - Another Road,Fighting,4,1190
4491,Master of Illusion,Puzzle,1,13175
4492,Star Wars: Jedi Starfighter,Simulation,3,6851
4493,Remington Great American Bird Hunt,Sports,1,2382
4494,Classic NES Series: Metroid,Adventure,4,2689
4495,Alpha Protocol,Role-Playing,5,6689
4496,Tetris Axis,Puzzle,4,15584
4497,Dora the Explorer: Dora Puppy,Misc,2,19115
4498,Primal,Action,2,16034
4499,Madden NFL 2002,Sports,1,13052
4500,Need for Speed Underground 2,Racing,2,17234
4501,007: Quantum of Solace,Action,1,14063
4502,Spec Ops: Covert Assault,Shooter,3,5795
4503,SSX Tricky,Sports,1,11483
4504,Flight Control Rocket,Simulation,3,1010
4505,FIFA 14,Sports,4,18521
4506,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",Action,1,19246
4507,Trials Fusion,Racing,2,10501
4508,Wheel of Fortune,Misc,3,7926
4509,NiGHTS into dreams...,Platform,1,17047
4510,NCAA Football 2004,Sports,5,19246
4511,Overwatch,Shooter,5,15516
4512,Rock Band 4,Misc,3,598
4513,NBA Jam,Sports,1,16735
4514,Bionicle,Action,1,13002
4515,Minecraft,Misc,1,2278
4516,MLB 2002,Sports,4,7511
4517,Sleeping Dogs,Action,4,9257
4518,TimeSplitters,Shooter,1,15798
4519,Barnstorming,Action,4,1415
4520,InuYasha: The Secret of the Cursed Mask,Role-Playing,2,9925
4521,Rune Factory 3: A Fantasy Harvest Moon,Role-Playing,5,18554
4522,The Powerpuff Girls: Him and Seek,Platform,3,7434
4523,Mega Man Zero 2,Platform,3,10209
4524,Wonder Project J: Kikai no Shonen Pino,Simulation,4,16929
4525,2010 FIFA World Cup South Africa,Sports,4,15891
4526,Atelier Totori: The Adventurer of Arland,Role-Playing,5,14566
4527,Spec Ops: The Line,Shooter,3,13160
4528,The Fairly Odd Parents: Game Boy Advance Video Volume 1,Misc,1,1315
4529,Ghostbusters: The Video Game,Action,5,9303
4530,Hunter: The Reckoning  Wayward,Action,2,16555
4531,How to Train Your Dragon,Action,1,4627
4532,Command & Conquer 3: Tiberium Wars,Strategy,5,3287
4533,WipEout 64,Racing,1,9487
4534,Mischief Makers,Platform,1,6220
4535,Max Payne 3,Shooter,3,7856
4536,Petz Bunnyz,Simulation,1,14157
4537,Castlevania: Portrait of Ruin,Platform,1,2034
4538,NHL Slapshot,Sports,5,12145
4539,EyeToy: AntiGrav,Sports,2,17248
4540,FIFA 14,Sports,1,3012
4541,EverQuest Online Adventures,Role-Playing,1,10287
4542,Cool Boarders,Sports,2,6579
4543,"999: Nine Hours, Nine Persons, Nine Doors",Adventure,4,12077
4544,Mobile Suit Gundam: Zeonic Front,Simulation,3,4492
4545,Zone of the Enders HD Collection,Simulation,2,12999
4546,Def Jam Icon,Action,4,3901
4547,Tales of the World: Radiant Mythology,Role-Playing,2,4767
4548,Monopoly,Misc,5,15552
4549,Dawn of Mana,Role-Playing,1,18259
4550,Microsoft Flight Simulator X,Simulation,1,10802
4551,Lego Batman 3: Beyond Gotham,Action,1,14626
4552,Madden NFL 2003,Sports,4,3828
4553,NASCAR Kart Racing,Racing,5,3043
4554,Disney Sing It,Misc,4,12425
4555,Backyard Baseball,Sports,2,9895
4556,Call of Duty: Black Ops II,Shooter,1,11755
4557,TRON: Evolution,Action,2,818
4558,Midway Arcade Treasures,Misc,3,14549
4559,Call of Duty: Modern Warfare: Mobilized,Shooter,5,13478
4560,Petz: Horsez 2,Simulation,2,1944
4561,The Smurfs,Action,1,3343
4562,Bakugan: Battle Brawlers,Action,4,3090
4563,NHL FaceOff 99,Sports,3,19894
4564,Skylanders: Trap Team,Action,3,7427
4565,SEGA Classics Collection,Misc,3,6215
4566,Pirates of the Caribbean: At World's End,Action,2,16893
4567,Juiced: Eliminator,Racing,1,4925
4568,Naruto: Ninja Council 3,Action,5,17156
4569,Neon Genesis Evangelion 2nd Impression,Role-Playing,3,18568
4570,Dai-2-Ji Super Robot Taisen Z: Hakai-hen,Strategy,4,5638
4571,NBA Street,Sports,3,15327
4572,Ben 10 Alien Force: Vilgax Attacks,Action,1,5195
4573,Ben 10 Alien Force: Vilgax Attacks,Action,4,13493
4574,Valkyrie Profile: Covenant of the Plume,Role-Playing,1,1731
4575,The Legend of Spyro: The Eternal Night,Platform,1,3714
4576,Mega Man Battle Network,Role-Playing,2,7585
4577,LEGO Rock Band,Misc,2,11397
4578,25 to Life,Shooter,3,18149
4579,NHL 2K6,Sports,3,16810
4580,Medal of Honor: Rising Sun,Shooter,3,11297
4581,The Sims,Simulation,1,10496
4582,Guitar Hero: Smash Hits,Misc,3,11951
4583,Dog's Life,Adventure,1,5162
4584,The X Files,Adventure,3,9969
4585,Super Wagyan Land,Action,4,12296
4586,Rascal,Action,5,13587
4587,Hometown Story,Role-Playing,1,16972
4588,Tony Hawk's American Wasteland,Sports,1,6243
4589,Top Spin 4,Sports,5,16414
4590,Famicom Mini: Super Mario Bros. 2,Platform,5,3967
4591,Crash: Mind Over Mutant,Platform,3,14344
4592,Medal of Honor Heroes 2,Shooter,4,13647
4593,Yu-Gi-Oh! GX: Tag Force 2,Strategy,1,750
4594,Colony Wars,Simulation,2,15835
4595,All-Star Baseball 2004,Sports,1,15433
4596,Big Strike Bowling,Sports,3,720
4597,Ragnarok Odyssey,Role-Playing,4,11953
4598,Harry Potter and the Deathly Hallows - Part 1,Action,5,5558
4599,Horsez,Simulation,4,8752
4600,SpongeBob's Truth or Square (US sales),Action,2,983
4601,NASCAR Thunder 2002,Racing,1,2791
4602,Grandia,Role-Playing,1,4958
4603,ESPN NHL 2K5,Sports,1,3368
4604,Yu-Gi-Oh! 7 Trials to Glory: World Championship Tournament 2005,Misc,2,11876
4605,Hot Wheels World Race,Racing,5,10568
4606,Avatar: The Last Airbender - The Burning Earth,Action,3,13020
4607,Superman: Shadow of Apokolips,Action,1,16773
4608,NiGHTS: Journey of Dreams,Platform,4,19106
4609,American Chopper,Racing,2,2706
4610,Vanquish,Shooter,1,12931
4611,Star Wars Trilogy: Apprentice of the Force,Action,4,5540
4612,Marvel Super Hero Squad,Fighting,2,8777
4613,Lemony Snicket's A Series of Unfortunate Events,Platform,2,14747
4614,JGTC: All-Japan Grand Touring Car Championship,Racing,2,15160
4615,NBA Live 06,Sports,2,7262
4616,Arc the Lad III,Role-Playing,3,935
4617,Solitaire Overload,Misc,1,19403
4618,Mobile Suit Gundam: Gundam vs. Gundam,Fighting,5,8013
4619,Test Drive,Racing,4,5149
4620,Jikkyou Powerful Pro Yakyuu 11,Sports,3,598
4621,Ghost Trick: Phantom Detective,Adventure,2,15870
4622,The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,Action,1,6707
4623,Rush 2: Extreme Racing USA,Racing,5,12972
4624,NFL Blitz 2001,Sports,3,2388
4625,Dr. Mario 64,Puzzle,2,5462
4626,Jikkyou Powerful Pro Yakyuu 6,Sports,3,18769
4627,Army Men: Sarge's Heroes 2,Shooter,1,4368
4628,James Bond 007: Everything or Nothing,Shooter,2,7945
4629,Green Day: Rock Band,Misc,4,8258
4630,Wolfenstein: The Old Blood,Action,1,19950
4631,MLB 08: The Show,Sports,5,13349
4632,Disney Infinity 2.0: Marvel Super Heroes,Action,4,11832
4633,Dance Dance Revolution Ultramix 2,Simulation,3,7879
4634,Mega Man Anniversary Collection,Platform,5,6276
4635,Blazing Angels: Squadrons of WWII,Simulation,5,5443
4636,Super Famista 4,Sports,4,14976
4637,The Fairly Odd Parents: Game Boy Advance Video Volume 2,Misc,1,11511
4638,Cabela's Legendary Adventures,Sports,3,19517
4639,Taiko no Tatsujin DS: Dororon! Youkai Daikessen!!,Misc,3,10114
4640,Harry Potter and the Goblet of Fire,Action,3,13171
4641,JumpStart: Escape from Adventure Island,Adventure,3,596
4642,Thrillville: Off the Rails,Strategy,5,6915
4643,Style Lab: Makeover,Simulation,1,10815
4644,Condemned: Criminal Origins,Action,1,8393
4645,Mega Man X6,Action,3,8262
4646,Monster Jam: Urban Assault,Racing,1,16781
4647,BloodRayne,Shooter,3,11464
4648,Kumamon Bomber: Puzzle de Kumamon Taisou,Puzzle,3,19646
4649,Castlevania: Curse of Darkness,Action,2,6223
4650,Tom Clancy's HAWX 2,Action,2,12413
4651,Harvest Moon: Grand Bazaar,Simulation,4,11032
4652,International Superstar Soccer Pro '98,Sports,2,12352
4653,Jimmy Neutron: Boy Genius,Platform,4,14523
4654,Black,Shooter,5,17505
4655,Zack & Wiki: Quest for Barbaros' Treasure,Adventure,5,14069
4656,Double Pack: Finding Nemo / The Incredibles,Action,4,4390
4657,Star Wars The Clone Wars: Republic Heroes,Action,1,9502
4658,NBA 2K11,Action,3,4485
4659,Animal Crossing: Amiibo Festival,Misc,3,18034
4660,Hyrule Warriors,Action,1,11746
4661,Harry Potter and the Deathly Hallows - Part 1,Action,5,8940
4662,Fishing Resort,Sports,3,3750
4663,WWE All Stars,Fighting,1,19781
4664,Lord of the Rings: The Third Age,Role-Playing,4,3313
4665,Football Manager Handheld 2011,Sports,5,4991
4666,Pirates of the Caribbean: At World's End,Action,2,3229
4667,Mega Man Legends 2,Adventure,2,17633
4668,X-Men vs. Street Fighter,Fighting,4,2387
4669,High Rollers Casino,Misc,3,9702
4670,Castlevania: The Dracula X Chronicles,Platform,1,1646
4671,The Suffering,Action,5,13721
4672,Cyber Troopers Virtual-On,Fighting,4,1122
4673,Katamari Forever,Puzzle,3,12524
4674,Star Wars Starfighter: Special Edition,Simulation,5,9811
4675,TimeShift,Shooter,5,15654
4676,NBA Jam,Sports,3,3930
4677,Zone of the Enders: The 2nd Runner,Simulation,5,17877
4678,Ghostbusters: The Video Game,Action,1,18795
4679,Attack on Titan: Humanity in Chains,Action,1,14857
4680,Jampack Spring 2004 (RP-T),Misc,3,12860
4681,Dexter's Laboratory Deesaster Strikes,Adventure,4,19782
4682,NFL GameDay 2004,Sports,2,657
4683,Scooby-Doo and the Cyber Chase,Adventure,5,11037
4684,Danganronpa: Trigger Happy Havoc,Misc,2,1452
4685,TERA,Role-Playing,5,11092
4686,Tomb Raider: The Last Revelation,Action,3,5519
4687,pro evolution soccer 2011,Sports,5,52
4688,Sega Rally Championship 2,Racing,1,3694
4689,Quake II,Shooter,1,1391
4690,Crash of the Titans,Action,2,4049
4691,BioShock,Shooter,1,16476
4692,Cars: Mater-National Championship,Racing,3,4230
4693,MLB 10: The Show,Sports,1,10899
4694,Wheel of Fortune: 2nd Edition,Misc,1,15368
4695,Tom Clancy's Rainbow Six: Lockdown,Shooter,3,3763
4696,Mobile Suit Gundam: Gundam vs. Gundam NEXT PLUS,Fighting,3,13101
4697,Cool Boarders 2001,Sports,3,792
4698,Grudge Warriors,Action,2,11458
4699,World Soccer Jikkyou Winning Eleven 2000: U-23 Medal heno Chousen,Sports,2,14195
4700,Destiny: The Taken King,Shooter,1,15984
4701,Mobile Suit Gundam,Action,5,782
4702,Mass Effect Trilogy,Action,5,2097
4703,"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",Shooter,5,9108
4704,Wolfenstein: The New Order,Shooter,5,10656
4705,James Patterson Women's Murder Club: Games of Passion,Adventure,3,16092
4706,Farming Simulator 2015,Simulation,2,7647
4707,Jimmy Neutron: Boy Genius,Platform,2,7217
4708,Itadaki Street DS,Misc,1,9316
4709,Castlevania: Order of Ecclesia,Platform,2,404
4710,BlazBlue: Continuum Shift,Fighting,1,10011
4711,X-Men: The Official Game,Action,5,1329
4712,300: March to Glory,Action,3,6617
4713,E0: Enemy Zero,Adventure,4,11337
4714,Nicktoons: Unite!,Adventure,2,1133
4715,Six Flags Fun Park,Misc,4,17513
4716,Spore Hero,Simulation,3,8516
4717,Mass Effect Trilogy,Action,1,16554
4718,NASCAR Racing,Racing,1,1175
4719,LEGO Jurassic World,Action,3,108
4720,Monotaro Dentetsu 2010: Sengoku Ishin no Hero Daishuugou! no Maki,Misc,4,13380
4721,Up,Action,3,1991
4722,Spider-Man: Web of Shadows,Action,1,19075
4723,Boku no Natsuyasumi 2: Umi no Bouken Hen,Adventure,5,19039
4724,SpongeBob SquigglePants,Misc,4,14566
4725,Cars: Race-O-Rama,Racing,2,7013
4726,Fantastic Pets,Simulation,3,8578
4727,Command & Conquer: Red Alert,Strategy,2,830
4728,Star Wars The Clone Wars: Republic Heroes,Action,1,10108
4729,Dig Dug,Puzzle,4,9265
4730,Ogre Battle 64: Person of Lordly Caliber,Role-Playing,5,14708
4731,Superman: The New Superman Adventures,Action,5,9540
4732,UEFA Euro 2008 Austria-Switzerland,Sports,5,15570
4733,The Terminator: Dawn of Fate,Action,4,10093
4734,The LEGO Movie Videogame,Action,4,8975
4735,Rogue Galaxy: Director's Cut,Role-Playing,3,5932
4736,Armored Core,Simulation,4,7389
4737,Monster Trucks Mayhem,Racing,1,18239
4738,Winter Sports 2: The Next Challenge,Sports,2,1448
4739,Green Day: Rock Band,Misc,5,8980
4740,Densha De Go! 2,Simulation,1,3106
4741,Transformers: Fall of Cybertron,Action,1,17806
4742,Call of Duty: Advanced Warfare,Shooter,1,3546
4743,Disney Princess: Enchanting Storybooks,Misc,3,6149
4744,Monopoly Streets,Misc,1,6881
4745,Band Hero,Misc,5,114
4746,The Wonderful 101,Action,2,14833
4747,No More Heroes 2: Desperate Struggle,Action,4,17759
4748,Battlefield 2: Modern Combat,Shooter,2,11631
4749,Armored Core 2: Another Age,Simulation,2,10525
4750,Buzz! Junior: Jungle Party,Misc,5,19296
4751,Mortal Kombat: Deadly Alliance,Fighting,1,7935
4752,Marvel: Ultimate Alliance,Role-Playing,2,4026
4753,NBA 2K11,Action,2,16748
4754,AKB1/48: Idol to Koishitara...,Misc,1,10003
4755,Pro Pinball,Misc,2,7098
4756,'98 Koshien,Sports,4,14040
4757,NBA 2K9,Sports,1,7212
4758,Yu-Gi-Oh! The Eternal Duelist Soul (JP sales),Misc,2,657
4759,Speed Racer: The Videogame,Racing,2,8552
4760,Naughty Bear,Action,4,14775
4761,Littlest Pet Shop,Simulation,5,2872
4762,TNA iMPACT!,Fighting,2,2945
4763,Just Dance Kids 2,Misc,3,10425
4764,Duke Nukem Forever,Shooter,1,7299
4765,Hatsune Miku: Project Diva 2nd,Misc,4,2739
4766,Marvel: Ultimate Alliance 2,Role-Playing,1,8559
4767,Mario no Super Picross,Puzzle,4,148
4768,"Ed, Edd n Eddy: The Mis-Edventures",Platform,5,1529
4769,Jikkyou Powerful Pro Yakuu '94,Sports,5,12193
4770,Disney's Tarzan Untamed,Platform,4,1821
4771,Borderlands: The Handsome Collection,Shooter,3,15547
4772,The Gunstringer,Shooter,2,8977
4773,Knockout Kings 2001,Fighting,5,733
4774,From Russia With Love,Action,2,3315
4775,FIFA Soccer 13,Action,3,9262
4776,Asura's Wrath,Action,5,6485
4777,Avatar: The Game,Action,4,121
4778,My Virtual Tutor: Reading Adventure First to Second Grade,Misc,1,3870
4779,Minority Report: Everybody Runs,Action,2,14556
4780,Disney's Hercules / Disney's The Jungle Book: Groove Party / A Bug's Life,Misc,5,14925
4781,NFL GameDay 2002,Sports,3,15218
4782,Pengo,Adventure,4,1187
4783,Disney Sing It! High School Musical 3: Senior Year,Misc,2,2238
4784,Story of Seasons,Simulation,4,5488
4785,Beowulf: The Game,Action,3,8794
4786,Mouse Trap,Action,4,7009
4787,Super Monkey Ball: Step & Roll,Action,4,11281
4788,Hatsune Miku: Project Diva F 2nd,Misc,3,1373
4789,Overlord,Strategy,5,1218
4790,Tak and the Power of Juju,Platform,5,18738
4791,"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",Action,1,13293
4792,Sega Superstars Tennis,Sports,2,17240
4793,LEGO Harry Potter: Years 5-7,Action,1,9676
4794,Dragon Quest X,Role-Playing,5,6071
4795,Wall-E,Platform,2,15292
4796,Medarot: Kabuto / Kuwagata Version,Role-Playing,2,12578
4797,NBA 2K10,Sports,1,17880
4798,Defender,Misc,2,7180
4799,NFL GameDay 2003,Sports,2,6814
4800,WipeOut 3 The Game,Action,4,4788
4801,Taiko no Tatsujin Wii: Dodon to 2 Yome!,Misc,3,7611
4802,Thief (2014),Action,3,11618
4803,Congo Bongo,Action,2,1887
4804,Gauntlet: Seven Sorrows,Role-Playing,5,14563
4805,Harry Potter: Quidditch World Cup,Sports,3,14413
4806,Advance Wars: Dual Strike,Strategy,1,10939
4807,Yu-Gi-Oh! 5D's Stardust Accelerator: World Championship 2009,Action,1,12477
4808,Warriors Orochi 2 (JP sales),Action,2,15815
4809,WWE SmackDown! vs. RAW 2006,Fighting,5,16563
4810,The Chronicles of Narnia: Prince Caspian,Action,3,18272
4811,The Incredibles: Rise of the Underminer,Action,5,11251
4812,Pet in TV,Strategy,4,19001
4813,Battalion Wars,Strategy,4,455
4814,NBA ShootOut 2000,Sports,2,7598
4815,Power Rangers: Dino Thunder,Action,2,13971
4816,Rocksmith 2014,Misc,2,4023
4817,Samurai Shodown,Fighting,4,6702
4818,NHL 15,Sports,3,6638
4819,TMNT,Action,2,16352
4820,Final Fantasy Crystal Chronicles: The Crystal Bearers,Action,1,405
4821,Cabela's Big Game Hunter 2010,Sports,1,10291
4822,EA Sports UFC 2,Sports,5,349
4823,Fighting Vipers,Fighting,4,15325
4824,NCAA GameBreaker 2000,Sports,1,2857
4825,Iron Man 2,Action,2,18611
4826,The Legend of Spyro: Dawn of the Dragon,Platform,2,17350
4827,AKB1/48: Idol to Guam de Koishitara...,Misc,2,5881
4828,RR64: Ridge Racer 64,Racing,2,6297
4829,Top Gear Rally,Racing,5,10596
4830,NFL Quarterback Club 2000,Sports,4,6159
4831,Mortal Kombat Mythologies: Sub-Zero,Fighting,2,19671
4832,18 Wheeler: American Pro Trucker,Racing,2,10310
4833,Atari Anthology,Misc,4,18884
4834,Bugs Bunny: Lost in Time,Platform,2,11244
4835,NBA Jam,Sports,5,402
4836,Sherlock Holmes: The Mystery of the Mummy,Adventure,4,1907
4837,Hot Wheels: Beat That!,Racing,3,6223
4838,MLB 2006,Sports,2,1034
4839,Star Wars The Clone Wars: Republic Heroes,Action,2,14320
4840,Brunswick Pro Bowling,Sports,5,5619
4841,Mafia II,Action,5,1018
4842,Rocket Power: Dream Scheme,Action,1,13394
4843,SpongeBob's Truth or Square (US sales),Action,1,9704
4844,MX vs. ATV Unleashed,Racing,2,19422
4845,Rampage: Total Destruction,Action,2,11598
4846,Planet 51,Action,3,122
4847,The Urbz: Sims in the City,Simulation,3,1563
4848,Road Rash: Jailbreak,Racing,2,4788
4849,Mother 3,Role-Playing,4,18999
4850,Nicktoons: Freeze Frame Frenzy,Action,2,17010
4851,Diner Dash: Sizzle & Serve,Puzzle,3,16323
4852,Rapala Pro Bass Fishing 2010,Sports,3,6796
4853,Legends of WrestleMania,Fighting,1,4655
4854,Wii Sports Club,Sports,3,8085
4855,Tomb Raider: Anniversary,Action,5,14427
4856,You Don't Know Jack,Misc,5,18269
4857,Mystery Dungeon: Shiren the Wanderer,Role-Playing,3,1914
4858,Sonic Lost World,Platform,4,19771
4859,Condemned 2: Bloodshot,Action,4,15920
4860,Silent Hill: Homecoming,Action,3,12096
4861,Star Wars: Clone Wars,Shooter,4,3477
4862,NBA Live 2002,Sports,4,9174
4863,Boku no Natsuyasumi,Adventure,2,14453
4864,Armored Core V,Simulation,3,7649
4865,I-Ninja,Platform,5,11039
