userID,GameID,Publisher
17075,1852,Nintendo
8070,1853,Atari
14290,1854,Electronic Arts
10679,1855,Warner Bros. Interactive Entertainment
18519,1856,Ubisoft
15430,1857,THQ
3102,1858,Konami Digital Entertainment
6150,1859,Hudson Soft
18537,1860,SquareSoft
7661,1861,Namco Bandai Games
17250,1862,Nintendo
17466,1863,Nintendo
6141,1864,Electronic Arts
18182,1865,Electronic Arts
5223,1866,Sony Computer Entertainment
17318,1867,Sony Computer Entertainment
9026,1868,Nintendo
9523,1869,Activision
16901,1870,Sony Computer Entertainment
360,1871,Square Enix
6894,1872,LucasArts
10260,1873,Ubisoft
19167,1874,Electronic Arts
832,1875,Sega
1165,1876,Electronic Arts
5612,1877,Atari
1227,1878,Sega
5309,1879,Sega
9987,1880,Konami Digital Entertainment
11329,1881,Sony Computer Entertainment
13962,1882,LucasArts
11898,1883,Electronic Arts
16403,1884,Sega
2307,1885,Electronic Arts
4305,1886,Electronic Arts
5407,1887,LucasArts
14140,1888,Taito
18760,1889,Electronic Arts
372,1890,Sega
5607,1891,Activision
9811,1892,Nintendo
11809,1893,Midway Games
15444,1894,Sega
13406,1895,Electronic Arts
14831,1896,Ubisoft
5205,1897,THQ
6821,1898,Take-Two Interactive
2858,1899,THQ
18080,1900,Agetec
16037,1901,Electronic Arts
1596,1902,Capcom
11584,1903,Electronic Arts
8302,1904,Take-Two Interactive
1225,1905,Electronic Arts
11943,1906,Electronic Arts
10275,1907,Atari
2325,1908,Eidos Interactive
1171,1909,Ubisoft
3208,1910,Codemasters
17467,1911,Nintendo
19799,1912,Electronic Arts
8390,1913,Midway Games
17977,1914,Atari
16880,1915,Ubisoft
18932,1916,Nintendo
15064,1917,Namco Bandai Games
8805,1918,Capcom
3598,1919,Electronic Arts
11042,1920,Sony Computer Entertainment
1016,1921,Activision
15283,1922,Ubisoft
15978,1923,Take-Two Interactive
6214,1924,Take-Two Interactive
13024,1925,Sega
10097,1926,Eidos Interactive
6093,1927,THQ
16869,1928,Konami Digital Entertainment
18560,1929,Nintendo
19483,1930,Electronic Arts
13302,1931,Namco Bandai Games
4427,1932,Activision
13665,1933,Codemasters
19264,1934,Sony Computer Entertainment
15183,1935,Disney Interactive Studios
6572,1936,Sony Computer Entertainment
15529,1937,Disney Interactive Studios
5660,1938,Electronic Arts
7085,1939,Electronic Arts
7554,1940,Midway Games
16894,1941,Sega
12012,1942,Electronic Arts
12340,1943,GSP
18018,1944,THQ
11381,1945,Codemasters
6408,1946,Activision
104,1947,D3Publisher
15935,1948,Sega
12338,1949,Electronic Arts
11386,1950,Square Enix
10559,1951,Electronic Arts
3825,1952,Microprose
11036,1953,Universal Interactive
17928,1954,Activision
19346,1955,Midway Games
8404,1956,Acclaim Entertainment
362,1957,Activision
16059,1958,Take-Two Interactive
7895,1959,Vivendi Games
1652,1960,Namco Bandai Games
13104,1961,Activision
17748,1962,Sega
7699,1963,Play It
13963,1964,Sony Computer Entertainment
6906,1965,Capcom
15379,1966,Ubisoft
10409,1967,Imagic
19234,1968,Sony Computer Entertainment
18680,1969,Activision
6048,1970,Sega
10707,1971,Atari
4562,1972,Ubisoft
16531,1973,Hudson Soft
301,1974,Sony Computer Entertainment
10589,1975,Namco Bandai Games
2148,1976,ASCII Entertainment
16195,1977,THQ
16972,1978,Sega
14957,1979,Namco Bandai Games
11501,1980,Electronic Arts
14041,1981,Acclaim Entertainment
9872,1982,Ubisoft
12043,1983,THQ
7222,1984,Microsoft Game Studios
14927,1985,Sega
19033,1986,Electronic Arts
8449,1987,Sony Computer Entertainment
6531,1988,Nintendo
12427,1989,Electronic Arts
15450,1990,Warner Bros. Interactive Entertainment
3971,1991,Electronic Arts
11815,1992,Eidos Interactive
19840,1993,Atari
9181,1994,Disney Interactive Studios
16716,1995,Namco Bandai Games
3454,1996,Acclaim Entertainment
3035,1997,Disney Interactive Studios
11688,1998,Virgin Interactive
6135,1999,Nintendo
14352,2000,Konami Digital Entertainment
11014,2001,Bethesda Softworks
11509,2002,Nintendo
463,2003,Hudson Soft
19128,2004,Acclaim Entertainment
17484,2005,Activision
4896,2006,Slightly Mad Studios
4428,2007,Electronic Arts
3401,2008,Nintendo
10156,2009,Warner Bros. Interactive Entertainment
1645,2010,Activision
13301,2011,Ubisoft
10839,2012,Sony Computer Entertainment
1388,2013,Sony Computer Entertainment
12392,2014,Electronic Arts
14167,2015,THQ
8421,2016,Sega
1281,2017,Electronic Arts
12582,2018,Ubisoft
15910,2019,Disney Interactive Studios
15458,2020,Electronic Arts
5713,2021,Nintendo
11321,2022,Hudson Soft
15358,2023,Electronic Arts
6813,2024,Eidos Interactive
961,2025,MTV Games
1762,2026,Virgin Interactive
15738,2027,Electronic Arts
3943,2028,Electronic Arts
15986,2029,Tomy Corporation
9232,2030,Ubisoft
6476,2031,Ubisoft
18693,2032,Activision
9635,2033,Ubisoft
8181,2034,Namco Bandai Games
3928,2035,Capcom
9696,2036,THQ
14219,2037,Electronic Arts
4814,2038,Atari
3581,2039,Electronic Arts
8251,2040,Disney Interactive Studios
6473,2041,Electronic Arts
16911,2042,Hasbro Interactive
12141,2043,Nintendo
16543,2044,Ubisoft
5582,2045,Sony Computer Entertainment
12176,2046,Sega
18487,2047,Tecmo Koei
13184,2048,Acclaim Entertainment
5050,2049,Eidos Interactive
10522,2050,Activision
2794,2051,Sega
14992,2052,Tecmo Koei
11694,2053,Warner Bros. Interactive Entertainment
9117,2054,Codemasters
622,2055,Ubisoft
15361,2056,Electronic Arts
11256,2057,Empire Interactive
3555,2058,Capcom
3405,2059,Konami Digital Entertainment
6826,2060,Tecmo Koei
11625,2061,Capcom
4864,2062,Nintendo
1083,2063,Nintendo
7409,2064,Nintendo
15205,2065,Sammy Corporation
4279,2066,Namco Bandai Games
16271,2067,Ubisoft
9234,2068,THQ
15128,2069,Konami Digital Entertainment
8316,2070,Electronic Arts
10148,2071,Sony Computer Entertainment
13552,2072,Sony Computer Entertainment Europe
13604,2073,Electronic Arts
16226,2074,Tecmo Koei
6680,2075,THQ
3663,2076,Ubisoft
614,2077,Electronic Arts
9076,2078,THQ
6920,2079,Disney Interactive Studios
13646,2080,Namco Bandai Games
14095,2081,Ubisoft
6456,2082,Sony Computer Entertainment
8506,2083,Electronic Arts
11896,2084,Capcom
19421,2085,Microsoft Game Studios
4550,2086,Vivendi Games
9021,2087,Electronic Arts
5247,2088,Warner Bros. Interactive Entertainment
1385,2089,Ubisoft
5347,2090,Namco Bandai Games
12588,2091,Electronic Arts
19220,2092,Disney Interactive Studios
13788,2093,Activision
17676,2094,THQ
8013,2095,GT Interactive
15914,2096,Sony Computer Entertainment
5931,2097,Warner Bros. Interactive Entertainment
16525,2098,Take-Two Interactive
15630,2099,Sony Computer Entertainment
8956,2100,Activision
9043,2101,THQ
2318,2102,Electronic Arts
14475,2103,Sega
17971,2104,Focus Home Interactive
14682,2105,Bethesda Softworks
8660,2106,THQ
7151,2107,Konami Digital Entertainment
5998,2108,Ubisoft
59,2109,Nintendo
1727,2110,Ubisoft
868,2111,Nintendo
15559,2112,Sega
19656,2113,Nintendo
1404,2114,Electronic Arts
510,2115,Atari
10463,2116,Unknown
18969,2117,Square Enix
1542,2118,Ubisoft
9614,2119,Ubisoft
16392,2120,505 Games
7245,2121,Ubisoft
18739,2122,Take-Two Interactive
16202,2123,Ubisoft
14081,2124,Konami Digital Entertainment
19716,2125,Electronic Arts
11902,2126,Electronic Arts
16850,2127,Electronic Arts
19295,2128,Namco Bandai Games
19735,2129,Square Enix
251,2130,Electronic Arts
18971,2131,THQ
13411,2132,Electronic Arts
17081,2133,Electronic Arts
19099,2134,Take-Two Interactive
10521,2135,Nintendo
18549,2136,Sega
10393,2137,Activision
8272,2138,Disney Interactive Studios
1622,2139,Electronic Arts
2991,2140,Take-Two Interactive
11311,2141,Take-Two Interactive
1462,2142,Electronic Arts
1070,2143,Warner Bros. Interactive Entertainment
14627,2144,SquareSoft
13057,2145,Atari
290,2146,LucasArts
6231,2147,Warner Bros. Interactive Entertainment
12734,2148,Square Enix
6490,2149,Electronic Arts
17831,2150,Electronic Arts
7002,2151,Sony Computer Entertainment
15259,2152,Sony Computer Entertainment
12909,2153,Sony Computer Entertainment
10230,2154,Konami Digital Entertainment
19216,2155,THQ
15413,2156,Square Enix
7208,2157,Disney Interactive Studios
8090,2158,Sony Computer Entertainment
18878,2159,GT Interactive
14396,2160,Hudson Soft
8967,2161,Sega
19618,2162,Capcom
2376,2163,Electronic Arts
2283,2164,Square Enix
7627,2165,Ubisoft
5345,2166,Ubisoft
12320,2167,Capcom
2237,2168,Sony Computer Entertainment
3770,2169,Midway Games
1199,2170,Namco Bandai Games
10231,2171,Nintendo
14618,2172,Namco Bandai Games
60,2173,Warner Bros. Interactive Entertainment
13557,2174,Global Star
2446,2175,Unknown
4892,2176,Play It
1357,2177,Ubisoft
1678,2178,THQ
5841,2179,Ubisoft
17974,2180,Koch Media
15847,2181,Sony Computer Entertainment
9813,2182,Disney Interactive Studios
9203,2183,Sony Computer Entertainment
18652,2184,Electronic Arts
18572,2185,Konami Digital Entertainment
6222,2186,Electronic Arts
3692,2187,Electronic Arts
9893,2188,Activision
10251,2189,Activision
3353,2190,Take-Two Interactive
10794,2191,THQ
10127,2192,Electronic Arts
400,2193,Activision
7367,2194,Warner Bros. Interactive Entertainment
3948,2195,Nintendo
16634,2196,Sony Computer Entertainment
4502,2197,Square Enix
4613,2198,Codemasters
4581,2199,Nintendo
15941,2200,THQ
1076,2201,Ubisoft
2674,2202,GT Interactive
18615,2203,THQ
4798,2204,Ubisoft
7554,2205,Konami Digital Entertainment
13195,2206,Nintendo
5153,2207,Namco Bandai Games
15576,2208,Sega
18965,2209,THQ
5777,2210,Electronic Arts
8658,2211,SquareSoft
16103,2212,Electronic Arts
7410,2213,Sony Computer Entertainment
11824,2214,Nintendo
15567,2215,Take-Two Interactive
13990,2216,Ubisoft
8742,2217,Sega
1908,2218,Sony Computer Entertainment
17037,2219,Sony Computer Entertainment
4651,2220,Electronic Arts
4361,2221,Codemasters
2919,2222,Take-Two Interactive
18327,2223,Sony Computer Entertainment
9191,2224,N/A
2884,2225,Activision
14601,2226,Take-Two Interactive
10548,2227,Electronic Arts
887,2228,Sony Computer Entertainment
14886,2229,Electronic Arts
18206,2230,Sega
15848,2231,Warner Bros. Interactive Entertainment
1836,2232,Game Factory
15893,2233,THQ
17996,2234,Parker Bros.
16959,2235,Capcom
7915,2236,Konami Digital Entertainment
2192,2237,Activision
2242,2238,Unknown
12588,2239,Sony Computer Entertainment
18336,2240,Activision
4256,2241,THQ
3382,2242,Ubisoft
1679,2243,Level 5
12710,2244,Namco Bandai Games
11460,2245,Ubisoft
18879,2246,Konami Digital Entertainment
13720,2247,Titus
1108,2248,Microsoft Game Studios
5116,2249,Electronic Arts
8080,2250,Electronic Arts
9850,2251,Electronic Arts
3154,2252,Electronic Arts
13799,2253,Electronic Arts
2356,2254,THQ
19821,2255,THQ
14447,2256,Electronic Arts
679,2257,Activision
19350,2258,Acclaim Entertainment
11004,2259,Activision
13750,2260,Electronic Arts
3097,2261,Nintendo
15392,2262,Ubisoft
17277,2263,Nintendo
11638,2264,Electronic Arts
9566,2265,Warner Bros. Interactive Entertainment
5484,2266,Tecmo Koei
15526,2267,Bethesda Softworks
12136,2268,Sony Computer Entertainment
18029,2269,Sega
8967,2270,Empire Interactive
14497,2271,Sony Computer Entertainment
1198,2272,Microsoft Game Studios
6648,2273,Sony Computer Entertainment
16987,2274,Codemasters
16551,2275,THQ
14842,2276,Bethesda Softworks
8373,2277,Activision
14639,2278,Ubisoft
5372,2279,Marvelous Entertainment
18119,2280,Ubisoft
14922,2281,Electronic Arts
18383,2282,Genki
10181,2283,Activision
4666,2284,Codemasters
6023,2285,Hasbro Interactive
4058,2286,THQ
13275,2287,Mojang
16432,2288,Unknown
18376,2289,Activision
12338,2290,Activision
19379,2291,Hudson Soft
11435,2292,Sega
12400,2293,Activision
9262,2294,Electronic Arts
4146,2295,Electronic Arts
15314,2296,Electronic Arts
663,2297,Unknown
590,2298,ASCII Entertainment
13275,2299,Sony Computer Entertainment
3894,2300,Sony Computer Entertainment
19784,2301,Electronic Arts
7454,2302,Sony Computer Entertainment
1100,2303,Atari
12406,2304,Psygnosis
7633,2305,Midway Games
10039,2306,Electronic Arts
13617,2307,989 Studios
16350,2308,Sony Computer Entertainment
14361,2309,Sega
187,2310,Sony Computer Entertainment
8458,2311,Electronic Arts
16178,2312,LucasArts
5496,2313,Electronic Arts
7367,2314,Activision
19234,2315,Electronic Arts
3398,2316,Sega
16937,2317,Bethesda Softworks
8282,2318,Disney Interactive Studios
1467,2319,Electronic Arts
1101,2320,Nintendo
9848,2321,Sony Computer Entertainment
6061,2322,Activision
19949,2323,Electronic Arts
19726,2324,Electronic Arts
2729,2325,THQ
1248,2326,Activision
13677,2327,Ubisoft
15399,2328,Sony Computer Entertainment
4226,2329,Electronic Arts
14046,2330,Unknown
2885,2331,Warner Bros. Interactive Entertainment
3642,2332,Konami Digital Entertainment
15685,2333,Sega
9559,2334,Electronic Arts
6757,2335,Nintendo
1129,2336,Sony Computer Entertainment
15293,2337,Nintendo
5076,2338,Nintendo
9300,2339,THQ
7826,2340,Ubisoft
16513,2341,Sony Computer Entertainment
19478,2342,Codemasters
6286,2343,Sega
6136,2344,Electronic Arts
6936,2345,Square Enix
9680,2346,Warner Bros. Interactive Entertainment
30,2347,Codemasters
7352,2348,Ubisoft
16286,2349,Activision
4402,2350,Nintendo
4283,2351,Electronic Arts
18906,2352,Activision
14739,2353,Sony Computer Entertainment
596,2354,Sony Computer Entertainment
10070,2355,SquareSoft
4135,2356,Capcom
10882,2357,THQ
11763,2358,Square Enix
7314,2359,Take-Two Interactive
5097,2360,Pinnacle
16794,2361,Ubisoft
11034,2362,Atari
8209,2363,MTV Games
347,2364,Capcom
16912,2365,Take-Two Interactive
12341,2366,Sony Computer Entertainment
5930,2367,Nintendo
2362,2368,CTO SpA
17011,2369,Square Enix
18291,2370,Konami Digital Entertainment
11329,2371,505 Games
3179,2372,Namco Bandai Games
8730,2373,Global Star
9240,2374,Codemasters
78,2375,Sega
2294,2376,Microsoft Game Studios
11931,2377,TalonSoft
10382,2378,Crystal Dynamics
17694,2379,Take-Two Interactive
1221,2380,Codemasters
11809,2381,ASCII Entertainment
11590,2382,Ubisoft
18080,2383,THQ
5757,2384,Ubisoft
9138,2385,Electronic Arts
1152,2386,Infogrames
15331,2387,Square Enix
6046,2388,THQ
782,2389,Electronic Arts
5817,2390,Electronic Arts
16700,2391,Sony Computer Entertainment
8352,2392,Sega
11089,2393,Sega
10418,2394,Activision
11020,2395,Warner Bros. Interactive Entertainment
10326,2396,Electronic Arts
730,2397,Sony Computer Entertainment
7036,2398,Ubisoft
11247,2399,Electronic Arts
17714,2400,Disney Interactive Studios
18342,2401,Warner Bros. Interactive Entertainment
12644,2402,SCi
17010,2403,Electronic Arts
14556,2404,Crave Entertainment
8126,2405,Sony Computer Entertainment
9624,2406,Tecmo Koei
15226,2407,Activision
18512,2408,Quelle
9851,2409,Namco Bandai Games
2332,2410,Sony Computer Entertainment
12403,2411,"mixi, Inc"
11639,2412,Eidos Interactive
14130,2413,Konami Digital Entertainment
5868,2414,THQ
11168,2415,Sony Computer Entertainment
8916,2416,Square Enix
10015,2417,Warner Bros. Interactive Entertainment
6340,2418,Rage Software
7257,2419,Square Enix
13890,2420,Empire Interactive
13739,2421,Electronic Arts
9913,2422,Sony Computer Entertainment
1456,2423,Atari
3995,2424,Warner Bros. Interactive Entertainment
10900,2425,Nintendo
19625,2426,Electronic Arts
14996,2427,Tecmo Koei
9039,2428,Ubisoft Annecy
9034,2429,Microsoft Game Studios
14828,2430,Electronic Arts
9557,2431,Electronic Arts
5164,2432,3DO
3667,2433,Electronic Arts
110,2434,Electronic Arts
5382,2435,Take-Two Interactive
8555,2436,Ubisoft
12420,2437,Virgin Interactive
15715,2438,Electronic Arts
11203,2439,Electronic Arts
3246,2440,Ubisoft
3306,2441,Konami Digital Entertainment
10276,2442,Electronic Arts
18081,2443,GT Interactive
13756,2444,Electronic Arts
4025,2445,Take-Two Interactive
1941,2446,Activision
9310,2447,THQ
8859,2448,Sony Computer Entertainment
8612,2449,Acclaim Entertainment
1491,2450,Nintendo
9075,2451,Virgin Interactive
11391,2452,Konami Digital Entertainment
11036,2453,505 Games
11981,2454,Square Enix
7450,2455,Activision
16254,2456,Nintendo
12874,2457,Electronic Arts
1934,2458,Capcom
6000,2459,Sony Computer Entertainment
15067,2460,Take-Two Interactive
12940,2461,Nintendo
9304,2462,Ubisoft
1756,2463,THQ
4670,2464,Electronic Arts
18024,2465,Electronic Arts
8757,2466,Acclaim Entertainment
666,2467,Rising Star Games
14039,2468,SquareSoft
3952,2469,Capcom
10189,2470,THQ
13413,2471,Take-Two Interactive
15586,2472,Empire Interactive
11901,2473,Take-Two Interactive
16547,2474,Sony Computer Entertainment
6321,2475,Sega
3731,2476,Nintendo
16284,2477,Electronic Arts
13247,2478,Namco Bandai Games
10963,2479,D3Publisher
2682,2480,Electronic Arts
15589,2481,Atari
3816,2482,THQ
7995,2483,Sony Computer Entertainment
15724,2484,THQ
11643,2485,Ubisoft
2237,2486,Unknown
14252,2487,Disney Interactive Studios
17523,2488,Take-Two Interactive
19653,2489,Electronic Arts
19444,2490,Microsoft Game Studios
8468,2491,Microsoft Game Studios
10464,2492,Konami Digital Entertainment
18905,2493,Unknown
19616,2494,Capcom
15939,2495,Electronic Arts
10701,2496,Sony Computer Entertainment
2622,2497,Ubisoft
18710,2498,Take-Two Interactive
11392,2499,Unknown
16223,2500,Scholastic Inc.
12408,2501,Activision
15397,2502,Namco Bandai Games
6209,2503,Sony Computer Entertainment
3930,2504,Interplay
2490,2505,Hudson Soft
16753,2506,Electronic Arts
16184,2507,Electronic Arts
7355,2508,Activision
7934,2509,Activision
15183,2510,Activision
9093,2511,LucasArts
484,2512,Activision
5559,2513,Capcom
3470,2514,Electronic Arts
1092,2515,Nintendo
13235,2516,Nintendo
6250,2517,Microsoft Game Studios
18418,2518,Mystique
4896,2519,Sony Computer Entertainment
19662,2520,Capcom
16824,2521,Namco Bandai Games
12922,2522,THQ
11558,2523,Activision
11782,2524,Electronic Arts
8625,2525,Electronic Arts
14171,2526,Midway Games
9663,2527,Ubisoft
3758,2528,Atlus
5741,2529,Sony Computer Entertainment
7075,2530,Ubisoft
7218,2531,Electronic Arts
9250,2532,Sony Computer Entertainment
17005,2533,Enix Corporation
10234,2534,Disney Interactive Studios
9674,2535,Midway Games
12713,2536,ChunSoft
8993,2537,Sony Computer Entertainment
14898,2538,Namco Bandai Games
12584,2539,Hudson Soft
16005,2540,Electronic Arts
10639,2541,Electronic Arts
1452,2542,Nintendo
5520,2543,Konami Digital Entertainment
7720,2544,Activision
8230,2545,Enix Corporation
4044,2546,Unknown
1470,2547,Konami Digital Entertainment
12197,2548,3DO
3641,2549,Capcom
6339,2550,Ubisoft
12744,2551,Warner Bros. Interactive Entertainment
11557,2552,Nintendo
6654,2553,Codemasters
12383,2554,Level 5
17617,2555,Atari
8704,2556,Warner Bros. Interactive Entertainment
15775,2557,Electronic Arts
10885,2558,Koch Media
13843,2559,Konami Digital Entertainment
16032,2560,Square Enix
464,2561,Electronic Arts
6881,2562,Activision
5338,2563,Electronic Arts
14097,2564,Sega
1864,2565,Electronic Arts
2377,2566,Eidos Interactive
17534,2567,Sega
10329,2568,LucasArts
5558,2569,Ubisoft
3280,2570,Electronic Arts
6333,2571,Eidos Interactive
5485,2572,Electronic Arts
9754,2573,Square EA
1610,2574,Sega
13676,2575,Konami Digital Entertainment
13027,2576,Activision
14873,2577,Sega
4648,2578,Activision
15964,2579,Take-Two Interactive
9632,2580,THQ
19146,2581,Electronic Arts
9523,2582,Ubisoft
4519,2583,Capcom
10967,2584,THQ
10137,2585,Capcom
2379,2586,Ubisoft
9408,2587,Banpresto
1240,2588,Konami Digital Entertainment
81,2589,Electronic Arts
13686,2590,LucasArts
11856,2591,Activision
11331,2592,Nintendo
13467,2593,Namco Bandai Games
11628,2594,Nintendo
7662,2595,City Interactive
16227,2596,Electronic Arts
15357,2597,Konami Digital Entertainment
805,2598,20th Century Fox Video Games
15301,2599,Atari
6107,2600,Avanquest Software
15860,2601,Ubisoft
18923,2602,Activision
5782,2603,Sony Computer Entertainment
12280,2604,Square Enix
3898,2605,Ubisoft
13170,2606,Hudson Entertainment
12021,2607,Sony Computer Entertainment
18813,2608,Take-Two Interactive
17679,2609,Electronic Arts
4336,2610,LucasArts
12659,2611,Electronic Arts
5346,2612,Capcom
18768,2613,Square Enix
11126,2614,Konami Digital Entertainment
3785,2615,Ubisoft
18387,2616,Square Enix
7444,2617,Sega
1232,2618,Deep Silver
326,2619,THQ
15479,2620,Nintendo
13442,2621,Electronic Arts
12148,2622,Microsoft Game Studios
1915,2623,Take-Two Interactive
7661,2624,Electronic Arts
16318,2625,Electronic Arts
16469,2626,Nintendo
3177,2627,Namco Bandai Games
6905,2628,Nintendo
17276,2629,Nintendo
12899,2630,Ubisoft
14125,2631,Atari
1215,2632,Microsoft Game Studios
5788,2633,Vivendi Games
14008,2634,Nintendo
5786,2635,Virgin Interactive
14656,2636,Infogrames
17262,2637,Sony Computer Entertainment
11347,2638,Ubisoft
11980,2639,THQ
14051,2640,Nordic Games
9332,2641,Capcom
3675,2642,Sony Computer Entertainment
19957,2643,Electronic Arts
12824,2644,Nintendo
11798,2645,Konami Digital Entertainment
18826,2646,THQ
10587,2647,LucasArts
1859,2648,THQ
240,2649,Capcom
12707,2650,Take-Two Interactive
8359,2651,Electronic Arts
2647,2652,Disney Interactive Studios
7211,2653,ChunSoft
17525,2654,Atari
13491,2655,Electronic Arts
15136,2656,Microsoft Game Studios
913,2657,Sony Computer Entertainment
8108,2658,Ubisoft
6265,2659,Electronic Arts
18163,2660,Activision
15744,2661,Microsoft Game Studios
15703,2662,Atari
11240,2663,Electronic Arts
5639,2664,Interplay
1956,2665,Electronic Arts
18660,2666,Men-A-Vision
6823,2667,Electronic Arts
10892,2668,Take-Two Interactive
16629,2669,Sony Computer Entertainment
16073,2670,Electronic Arts
4272,2671,Activision
13825,2672,Electronic Arts
655,2673,Namco Bandai Games
4074,2674,Atari
4965,2675,THQ
14864,2676,Enix Corporation
17364,2677,THQ
6561,2678,Nobilis
14361,2679,Warner Bros. Interactive Entertainment
15364,2680,Sony Computer Entertainment
14407,2681,SCi
19463,2682,Capcom
2315,2683,Nintendo
14227,2684,Nintendo
3719,2685,Acclaim Entertainment
457,2686,Atari
4764,2687,Activision Value
6407,2688,Sega
13050,2689,Psygnosis
15143,2690,Electronic Arts
13068,2691,Ubisoft
15750,2692,Electronic Arts
3812,2693,Atari
2103,2694,LucasArts
17748,2695,Gotham Games
6139,2696,Virgin Interactive
2561,2697,Warner Bros. Interactive Entertainment
16076,2698,Konami Digital Entertainment
15358,2699,Capcom
16775,2700,Namco Bandai Games
192,2701,Valve Software
17079,2702,Sega
1133,2703,Konami Digital Entertainment
19179,2704,THQ
12575,2705,Electronic Arts
5474,2706,SquareSoft
12828,2707,Activision
983,2708,Namco Bandai Games
14565,2709,Capcom
6222,2710,Sony Computer Entertainment
11284,2711,Electronic Arts
3424,2712,Big Ben Interactive
9659,2713,Eidos Interactive
10481,2714,Ubisoft
3631,2715,Midway Games
10701,2716,Capcom
3795,2717,Disney Interactive Studios
2072,2718,Electronic Arts
14879,2719,Capcom
18092,2720,Electronic Arts
18930,2721,Eidos Interactive
8613,2722,Namco Bandai Games
13113,2723,Activision
10510,2724,Acclaim Entertainment
1623,2725,Take-Two Interactive
4823,2726,Electronic Arts
10102,2727,Sony Computer Entertainment
627,2728,Rising Star Games
18997,2729,SquareSoft
62,2730,Sega
15712,2731,Microsoft Game Studios
18796,2732,Disney Interactive Studios
10597,2733,THQ
12160,2734,THQ
3749,2735,Activision
17439,2736,Capcom
1568,2737,Sony Computer Entertainment Europe
14876,2738,Activision
7415,2739,Electronic Arts
7933,2740,THQ
9581,2741,Touchstone
15664,2742,Activision
15471,2743,Activision
6895,2744,GT Interactive
19474,2745,Activision
18961,2746,Konami Digital Entertainment
8564,2747,THQ
17731,2748,Virgin Interactive
12083,2749,Electronic Arts
16015,2750,Konami Digital Entertainment
17473,2751,Activision
2911,2752,Atari
4391,2753,Activision
18294,2754,Activision
515,2755,Disney Interactive Studios
11850,2756,Capcom
16611,2757,Electronic Arts
13330,2758,Ubisoft
15207,2759,Take-Two Interactive
3535,2760,Sony Computer Entertainment
11872,2761,Activision
248,2762,Sega
4891,2763,Avanquest Software
3114,2764,Namco Bandai Games
11454,2765,Nintendo
1932,2766,Sony Computer Entertainment
4308,2767,Sega
12473,2768,Acclaim Entertainment
15444,2769,Ubisoft
17024,2770,Square Enix
8102,2771,Warner Bros. Interactive Entertainment
15685,2772,Midway Games
7022,2773,Nintendo
17622,2774,Konami Digital Entertainment
13259,2775,Bethesda Softworks
14164,2776,Warner Bros. Interactive Entertainment
17815,2777,Activision
15933,2778,Unknown
10781,2779,Atari
7566,2780,Take-Two Interactive
7827,2781,Electronic Arts
11321,2782,Electronic Arts
4090,2783,Electronic Arts
17127,2784,Activision
10923,2785,Sony Computer Entertainment
9571,2786,Namco Bandai Games
9240,2787,Atari
10503,2788,Unknown
3918,2789,Disney Interactive Studios
2638,2790,Electronic Arts
18558,2791,Atlus
9956,2792,Nintendo
4564,2793,Rising Star Games
16721,2794,Square Enix
8327,2795,Electronic Arts
13231,2796,Electronic Arts
2867,2797,Namco Bandai Games
19232,2798,Nintendo
11519,2799,Activision
18880,2800,Nintendo
3045,2801,GT Interactive
16293,2802,Codemasters
5712,2803,Electronic Arts
17603,2804,Nintendo
18901,2805,Fox Interactive
5702,2806,Nintendo
10088,2807,Atari
4029,2808,Atari
15549,2809,Electronic Arts
14628,2810,Electronic Arts
2049,2811,Activision
3725,2812,Codemasters
97,2813,Electronic Arts
6303,2814,Nintendo
13672,2815,THQ
5712,2816,Namco Bandai Games
4675,2817,Atari
10683,2818,Sony Computer Entertainment
242,2819,Ubisoft
1649,2820,Codemasters
7279,2821,THQ
904,2822,Ubisoft
16849,2823,Electronic Arts
14164,2824,Nintendo
11026,2825,Electronic Arts
385,2826,Take-Two Interactive
11379,2827,Ubisoft
19525,2828,Ubisoft
8943,2829,Activision
7736,2830,Electronic Arts
15962,2831,Unknown
6866,2832,Square Enix
3543,2833,Namco Bandai Games
17575,2834,GT Interactive
15608,2835,Electronic Arts
719,2836,Electronic Arts
11051,2837,Electronic Arts
12666,2838,Atari
6446,2839,Sega
12214,2840,Warner Bros. Interactive Entertainment
17170,2841,Spike
13585,2842,Activision
9334,2843,505 Games
3664,2844,Sony Computer Entertainment
10181,2845,Atari
13041,2846,Activision
10278,2847,D3Publisher
6076,2848,Electronic Arts
2191,2849,Atari
8367,2850,Ubisoft
5869,2851,Sony Computer Entertainment
12684,2852,Nintendo
9409,2853,Namco Bandai Games
14673,2854,Deep Silver
19188,2855,Eidos Interactive
6633,2856,Electronic Arts
10908,2857,Electronic Arts
999,2858,Electronic Arts
16033,2859,Electronic Arts
619,2860,Electronic Arts
13502,2861,Square Enix
14163,2862,Sony Computer Entertainment
11549,2863,Konami Digital Entertainment
7324,2864,Square Enix
15995,2865,Sega
14956,2866,Take-Two Interactive
16231,2867,Eidos Interactive
12759,2868,Tecmo Koei
18637,2869,Jester Interactive
326,2870,Nippon Ichi Software
12403,2871,Electronic Arts
5776,2872,Atari
10381,2873,Acclaim Entertainment
8716,2874,Microsoft Game Studios
19097,2875,Konami Digital Entertainment
1161,2876,Electronic Arts
2398,2877,Square Enix
11709,2878,Konami Digital Entertainment
10969,2879,Warner Bros. Interactive Entertainment
